MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,Fence,MoSold,SaleType,SaleCondition,age_of_house,SalePrice
120,RL,4.110873864173311,8.897545598709327,NA,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,202.0,Ex,TA,PConc,Ex,TA,No,GLQ,7.050989447068045,Unf,0.0,408,7.3537223303996315,Ex,Y,SBrkr,7.3537223303996315,0,7.3537223303996315,1,0.0,2,0,2,Ex,6,1,Gd,Attchd,Fin,556,TA,Y,5.318119993844216,3.871201010907891,0.0,0.0,NA,8,WD,Normal,2,277500
60,RL,4.6913478822291435,9.504426892100957,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1117,7.0192966537150445,Ex,Y,SBrkr,7.0326242610280065,1320,7.8050670442584895,0,0.0,3,1,4,Gd,9,1,Gd,BuiltIn,Fin,691,TA,Y,4.736198448394496,3.4965075614664802,0.0,0.0,NA,9,WD,Normal,2,309000
20,RL,4.727387818712341,9.292841593487926,NA,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1097,7.001245622069476,Ex,Y,SBrkr,7.001245622069476,0,7.001245622069476,0,0.0,1,1,3,TA,6,0,NA,Attchd,Unf,672,TA,Y,5.973809611869261,4.174387269895637,0.0,0.0,NA,6,WD,Normal,15,145000
20,RL,4.31748811353631,9.051696278536586,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1954,1990,Hip,Wd Sdng,Wd Sdng,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Rec,7.101675971619444,Unf,0.0,84,7.168579897264035,Gd,Y,SBrkr,7.168579897264035,0,7.168579897264035,0,0.6931471805599453,1,0,3,TA,5,1,TA,Attchd,Fin,498,TA,Y,0.0,0.0,0.0,0.0,NA,10,WD,Normal,55,153000
20,RL,4.23410650459726,8.977525200965243,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1953,2007,Gable,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,6.595780513961311,Unf,0.0,326,6.964135612418245,TA,Y,SBrkr,6.964135612418245,0,6.964135612418245,1,0.0,1,0,3,Gd,5,0,NA,Detchd,Unf,246,TA,Y,0.0,3.970291913552122,0.0,0.0,NA,1,WD,Abnorml,57,109000
90,RL,4.189654742026425,8.706324840138741,NA,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,4,5,1955,1955,Gable,AsbShng,Plywood,NA,0.0,TA,TA,PConc,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,TA,N,FuseP,7.050122520269059,0,7.050122520269059,0,0.0,2,0,2,Fa,6,0,NA,NA,NA,0,NA,N,0.0,0.0,0.0,0.0,NA,6,WD,AdjLand,53,82000
20,RL,4.442651256490317,9.066354521447801,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1965,1965,Gable,Wd Sdng,Wd Sdng,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Rec,6.467698726104354,Unf,0.0,445,6.9930151229329605,Ex,Y,SBrkr,7.1891677384203225,0,7.1891677384203225,0,0.0,2,0,3,TA,6,1,TA,Attchd,RFn,440,TA,Y,0.0,4.9344739331306915,0.0,0.0,GdWo,12,WD,Abnorml,41,160000
20,RL,4.7535901911063645,9.735423867488873,NA,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,6,1959,1959,Gable,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,6.875232087276577,Unf,0.0,383,7.208600337960199,Gd,Y,SBrkr,7.192182058713246,0,7.192182058713246,0,0.6931471805599453,1,1,2,TA,5,2,Gd,Attchd,RFn,308,TA,P,0.0,4.653960350157523,0.0,0.0,NA,7,WD,Normal,48,170000
85,RL,4.212127597878484,9.1248914101437,NA,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,6.617402977974478,LwQ,4.543294782270004,0,6.734591659972948,Gd,Y,SBrkr,6.785587645007929,0,6.785587645007929,1,0.0,1,0,2,Gd,5,0,NA,Attchd,RFn,504,TA,Y,5.484796933490655,0.0,0.0,0.0,MnPrv,12,WD,Normal,24,144000
20,RL,4.2626798770413155,9.127067452782361,NA,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,6,1975,1980,Hip,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,5.638354669333745,BLQ,6.198478716492308,167,6.844815479208263,TA,Y,SBrkr,6.844815479208263,0,6.844815479208263,1,0.0,1,0,3,TA,5,0,NA,Detchd,Unf,308,TA,Y,4.983606621708336,0.0,0.0,0.0,MnPrv,7,WD,Normal,33,130250
20,RL,4.2626798770413155,8.980423936374544,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,BrkFace,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.19295685089021,BLQ,6.2285110035911835,465,7.048386408721883,Ex,Y,FuseA,7.048386408721883,0,7.048386408721883,1,0.0,1,0,3,TA,6,0,NA,Attchd,RFn,300,TA,Y,0.0,0.0,0.0,0.0,NA,5,WD,Normal,47,141000
120,RL,4.127134385045092,8.943636705909594,NA,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,202.0,Ex,TA,PConc,Ex,TA,No,GLQ,6.124683390894205,Unf,0.0,1296,7.469083884921234,Ex,Y,SBrkr,7.469083884921234,0,7.469083884921234,1,0.0,2,0,2,Ex,6,1,Gd,Attchd,RFn,576,TA,Y,5.2832037287379885,4.418840607796598,0.0,0.0,NA,2,WD,Normal,5,319900
50,RL,3.8918202981106265,9.458995712459116,NA,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,7.20934025660291,Unf,0.0,83,7.268920128193722,Ex,Y,SBrkr,7.325807502595773,631,7.673223121121708,1,0.0,1,1,1,Gd,6,1,Ex,Attchd,RFn,670,TA,Y,5.1298987149230735,3.784189633918261,0.0,0.0,NA,8,WD,Abnorml,6,239686
20,FV,4.442651256490317,9.314430080500564,NA,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,3.2188758248682006,Unf,0.0,1632,7.4127640174265625,Ex,Y,SBrkr,7.4127640174265625,0,7.4127640174265625,0,0.0,2,0,3,Gd,7,0,NA,Attchd,RFn,826,TA,Y,0.0,4.990432586778736,0.0,0.0,NA,7,WD,Normal,1,249700
190,RM,3.5263605246161616,8.402231172946555,NA,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4,5,1920,2008,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,736,6.602587892189336,Gd,Y,SBrkr,6.602587892189336,716,7.2813856635702825,0,0.0,2,0,2,TA,8,0,NA,NA,NA,0,NA,N,0.0,0.0,4.634728988229636,0.0,NA,6,New,Partial,89,113000
20,RL,4.204692619390966,8.954544488386723,NA,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.638567789166521,Unf,0.0,192,6.862757913051401,Ex,Y,SBrkr,6.862757913051401,0,6.862757913051401,1,0.0,1,0,3,TA,6,0,NA,Attchd,Unf,386,TA,Y,0.0,0.0,0.0,0.0,MnPrv,1,WD,Normal,41,127000
60,RL,4.189654742026425,9.537483513308878,NA,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,6,1997,1997,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,5.209486152841421,Unf,0.0,612,6.678342114654332,Gd,Y,SBrkr,6.678342114654332,676,7.293697720601438,0,0.6931471805599453,2,0,3,TA,6,0,NA,Attchd,Fin,388,TA,Y,0.0,4.330733340286331,0.0,0.0,NA,7,WD,Normal,10,177000
